index,positive,negative,polarity
0,0.2008590698242187,0.1275711059570312,0.0732879638671875
1,0.2335205078125,0.1142921447753906,0.1192283630371093
2,0.2469558715820312,0.0942916870117187,0.1526641845703125
3,0.2475051879882812,0.1048355102539062,0.142669677734375
4,0.2278480529785156,0.1334571838378906,0.094390869140625
5,0.2459945678710937,0.1069259643554687,0.139068603515625
6,0.229339599609375,0.1199684143066406,0.1093711853027343
7,0.2393684387207031,0.0893173217773437,0.1500511169433593
8,0.25250244140625,0.0965805053710937,0.1559219360351562
9,0.2320899963378906,0.1279563903808593,0.1041336059570312
10,0.225372314453125,0.1277503967285156,0.0976219177246093
11,0.2245216369628906,0.1280670166015625,0.0964546203613281
12,0.2158317565917968,0.1366424560546875,0.0791893005371093
13,0.2002410888671875,0.1482391357421875,0.052001953125
14,0.2337646484375,0.1171798706054687,0.1165847778320312
15,0.2278976440429687,0.1183509826660156,0.1095466613769531
16,0.2335128784179687,0.1078567504882812,0.1256561279296875
17,0.255889892578125,0.0987701416015625,0.1571197509765625
18,0.2552070617675781,0.0894775390625,0.1657295227050781
19,0.2384796142578125,0.0994338989257812,0.1390457153320312
20,0.241943359375,0.1016769409179687,0.1402664184570312
21,0.2335395812988281,0.1105728149414062,0.1229667663574218
22,0.2691001892089844,0.0737419128417968,0.1953582763671875
23,0.2601776123046875,0.0875473022460937,0.1726303100585937
24,0.27178955078125,0.0747833251953125,0.1970062255859375
25,0.2503852844238281,0.0957717895507812,0.1546134948730468
26,0.2630386352539062,0.085968017578125,0.1770706176757812
27,0.2489013671875,0.0934295654296875,0.1554718017578125
28,0.2916183471679687,0.0514984130859375,0.2401199340820312
29,0.2678260803222656,0.074066162109375,0.1937599182128906
30,0.280914306640625,0.0708465576171875,0.2100677490234375
31,0.284454345703125,0.0601272583007812,0.2243270874023437
32,0.2566070556640625,0.1034698486328125,0.15313720703125
33,0.2872200012207031,0.0620307922363281,0.225189208984375
34,0.2655830383300781,0.0763473510742187,0.1892356872558593
35,0.2726058959960937,0.0869178771972656,0.1856880187988281
36,0.244842529296875,0.1169357299804687,0.1279067993164062
37,0.2560234069824219,0.09796142578125,0.1580619812011718
38,0.2515830993652344,0.1142196655273437,0.1373634338378906
39,0.2700653076171875,0.0801544189453125,0.189910888671875
40,0.2692337036132812,0.1137924194335937,0.1554412841796875
41,0.3172454833984375,0.0882568359375,0.2289886474609375
42,0.3000259399414062,0.1156997680664062,0.184326171875
43,0.327301025390625,0.0984268188476562,0.2288742065429687
44,0.231536865234375,0.1285858154296875,0.1029510498046875
45,0.2328147888183593,0.144012451171875,0.0888023376464843
46,0.2394981384277343,0.1398162841796875,0.0996818542480468
47,0.2355690002441406,0.1401824951171875,0.0953865051269531
48,0.2256011962890625,0.1435661315917968,0.0820350646972656
49,0.2342300415039062,0.124267578125,0.1099624633789062
50,0.2190513610839843,0.1388626098632812,0.0801887512207031
51,0.219696044921875,0.1409835815429687,0.0787124633789062
52,0.2188491821289062,0.1480369567871093,0.0708122253417968
53,0.2121353149414062,0.1511459350585937,0.0609893798828125
54,0.2325248718261718,0.1209259033203125,0.1115989685058593
55,0.2195358276367187,0.1449813842773437,0.074554443359375
56,0.2293014526367187,0.1301460266113281,0.0991554260253906
57,0.2227592468261718,0.1325225830078125,0.0902366638183593
58,0.2267074584960937,0.1260910034179687,0.100616455078125
59,0.2246246337890625,0.1371421813964843,0.0874824523925781
