,CIK,FILING_DATE,ACC_NUM
2357,840489,20031112,0000926236-03-000167
2358,842023,20030213,0000842023-03-000005
2359,842023,20031113,0000842023-03-000041
2360,842162,20030512,0000950124-03-001653
2361,842162,20030812,0000950124-03-002678
2362,842162,20031110,0000950124-03-003518
2363,842183,20030513,0000950124-03-001691
2364,842183,20031106,0000950124-03-003458
2365,842517,20030508,0000950124-03-001569
2366,842517,20030811,0000950124-03-002630
2367,842518,20030423,0000950152-03-004502
2368,842518,20030731,0000950152-03-007214
2369,842518,20031029,0000950152-03-009158
2370,842633,20030514,0000950136-03-001234
2371,842633,20030814,0000950136-03-002036
2372,842633,20031112,0000950136-03-002736
2373,844059,20030130,0000844059-03-000003
2374,844059,20030509,0000844059-03-000005
2375,844059,20030807,0000844059-03-000008
2376,844965,20030515,0000844965-03-000010
2377,844965,20030814,0000844965-03-000016
2378,844965,20031114,0000844965-03-000020
2379,845877,20030515,0000845877-03-000027
2380,845877,20030814,0000845877-03-000108
2381,845877,20031114,0000845877-03-000179
2382,846617,20030514,0000846617-03-000060
2383,846617,20030812,0000846617-03-000078
2384,846901,20030515,0001193125-03-005524
2385,846901,20030813,0001019687-03-001644
2386,846901,20031114,0001019056-03-001289
2387,846913,20030514,0001125282-03-003385
2388,846913,20031107,0001231742-03-000165
2389,849145,20030520,0001104659-03-010838
2390,849145,20030911,0001104659-03-020421
2391,849399,20030206,0000891618-03-000578
2392,849399,20030818,0000891618-03-004475
2393,849636,20030214,0000898430-03-001587
2394,849636,20030515,0001017062-03-001275
2395,849636,20031110,0001193125-03-076390
2396,849869,20030515,0001193125-03-005404
2397,849869,20030814,0000849869-03-000026
2398,849869,20031114,0000849869-03-000039
2399,850033,20030515,0000911609-03-000027
2400,850033,20030813,0000911609-03-000031
2401,850033,20031114,0000911609-03-000045
2402,850141,20030515,0000950131-03-002917
2403,850141,20030814,0001193125-03-037113
2404,850141,20031112,0001193125-03-078638
2405,850209,20030616,0000950123-03-007102
2406,850209,20030915,0000950123-03-010408
2407,850209,20031215,0000950123-03-013814
2408,850429,20030513,0000850429-03-000023
2409,850429,20030814,0000850429-03-000054
2410,850429,20031113,0000850429-03-000075
2411,850460,20030515,0000950134-03-008136
2412,851205,20030509,0000950135-03-002942
2413,851205,20030812,0000950135-03-004313
2414,851310,20030512,0000891618-03-002448
2415,851310,20030811,0000891618-03-004259
2416,851520,20030516,0001012870-03-002679
2417,851520,20031114,0001193125-03-081733
2418,851726,20030219,0001015402-03-000499
2419,851726,20030610,0001015402-03-002339
2420,851968,20030507,0000851968-03-000030
2421,851968,20030808,0000851968-03-000047
2422,852772,20030512,0000852772-03-000015
2423,852772,20031110,0000852772-03-000059
2424,853816,20030509,0000853816-03-000008
2425,853816,20030808,0000853816-03-000013
2426,854560,20030512,0000927089-03-000126
2427,854560,20030811,0000927089-03-000213
2428,854560,20031112,0000927089-03-000284
2429,854775,20030213,0000950134-03-002436
2430,854775,20030514,0000950134-03-007931
2431,854775,20030812,0000950134-03-011442
2432,855654,20030212,0001104659-03-001688
2433,855654,20030513,0001104659-03-009335
2434,855654,20031114,0001104659-03-026472
2435,855658,20030512,0001104659-03-009084
2436,855658,20031112,0001104659-03-025699
2437,855874,20030515,0000904280-03-000094
2438,855874,20030813,0000904280-03-000177
2439,855874,20031112,0000904280-03-000274
2440,856982,20030512,0000931731-03-000147
2441,856982,20030811,0000931731-03-000267
2442,856982,20031113,0000931731-03-000406
2443,857005,20030211,0000927016-03-000545
2444,857005,20030513,0000927016-03-002605
2445,857005,20030812,0001193125-03-034241
2446,857855,20030515,0001107049-03-000232
2447,857855,20030813,0001107049-03-000380
2448,857855,20031113,0001107049-03-000529
2449,858470,20030430,0001193125-03-002831
2450,858470,20030730,0001193125-03-026323
2451,858470,20031030,0001193125-03-069476
2452,858655,20030214,0000927946-03-000042
2453,858655,20030515,0000927946-03-000106
2454,858655,20030814,0000927946-03-000169
2455,858877,20030224,0000891618-03-001007
2456,858877,20031117,0001193125-03-082276
2457,859070,20030515,0000950128-03-000673
2458,859070,20030814,0000950128-03-000941
2459,859737,20030211,0000927016-03-000534
2460,859737,20030513,0000927016-03-002587
2461,859737,20030812,0001193125-03-033742
2462,860413,20030513,0000950134-03-007690
2463,860413,20031029,0000950134-03-014139
2464,860546,20030514,0001104659-03-009839
2465,860546,20030812,0001047469-03-027230
2466,860546,20031112,0001104659-03-025820
2467,860730,20030513,0000950144-03-006577
2468,860730,20030811,0000950144-03-009663
2469,860730,20031113,0000950144-03-012752
2470,860731,20030502,0000950134-03-007051
2471,860731,20030731,0000950134-03-010782
2472,860731,20031030,0000950134-03-014220
2473,860748,20030423,0000950131-03-002262
2474,860748,20030724,0001193125-03-023409
2475,860748,20031022,0001193125-03-065581
2476,861459,20030514,0000950149-03-001164
2477,861459,20030814,0000950149-03-001926
2478,861459,20031114,0000950149-03-002727
2479,861838,20030515,0000950135-03-003085
2480,861838,20030814,0000950135-03-004401
2481,861838,20031114,0000950135-03-005688
2482,861842,20030515,0001104659-03-010313
2483,861842,20030814,0001104659-03-018556
2484,861842,20031114,0001104659-03-026681
2485,861878,20030506,0000861878-03-000007
2486,861878,20030811,0000861878-03-000025
2487,861884,20030509,0000950150-03-000560
2488,861884,20030814,0000950150-03-000959
2489,861884,20031113,0000950150-03-001337
2490,862022,20030507,0001104659-03-008282
2491,862022,20030806,0001104659-03-016869
2492,862668,20030214,0000893220-03-000151
2493,862668,20030515,0000893220-03-000931
2494,862668,20031110,0000893220-03-001847
2495,862831,20030515,0001169232-03-003745
2496,862831,20030814,0001169232-03-005235
2497,862831,20031113,0001169232-03-006579
2498,862861,20030513,0001104659-03-009399
2499,862861,20030812,0001104659-03-017702
2500,862861,20031112,0001104659-03-025520
2501,863110,20030505,0000863110-03-000040
2502,863110,20031030,0000863110-03-000077
2503,863436,20030514,0001104659-03-009874
2504,863436,20030813,0001104659-03-018219
2505,863436,20031114,0001104659-03-026429
2506,864240,20030430,0000950131-03-002455
2507,864240,20030804,0001193125-03-028568
2508,864749,20030515,0000864749-03-000027
2509,864749,20030815,0000864749-03-000047
2510,865752,20030515,0000865752-03-000008
2511,865752,20030814,0000865752-03-000014
2512,865752,20031114,0000865752-03-000028
2513,866273,20030109,0000930661-03-000070
2514,866273,20030410,0000930661-03-001595
2515,866273,20031014,0001193125-03-061216
2516,866368,20030515,0000866368-03-000028
2517,866368,20030814,0000866368-03-000048
2518,866368,20031113,0000866368-03-000054
2519,866374,20030211,0000891618-03-000714
2520,866374,20030811,0000891618-03-004261
2521,866374,20031110,0000891618-03-005785
2522,866609,20030515,0000950129-03-002741
2523,866609,20031112,0000950129-03-005511
2524,866706,20030213,0000866706-03-000003
2525,866706,20030514,0000866706-03-000012
2526,866706,20030813,0000866706-03-000019
2527,866729,20030114,0001047469-03-001369
2528,866729,20031010,0001047469-03-033050
2529,866787,20030319,0000866787-03-000023
2530,866787,20031223,0000950144-03-013951
2531,866829,20030515,0000950129-03-002814
2532,866829,20030814,0000950129-03-004242
2533,866829,20031113,0000950129-03-005610
2534,867038,20030515,0000867038-03-000006
2535,867038,20030820,0000867038-03-000013
2536,867038,20031119,0000867038-03-000020
2537,867665,20030514,0000867665-03-000021
2538,867665,20030814,0000867665-03-000039
2539,867665,20031113,0000867665-03-000043
2540,868278,20030514,0000921895-03-000320
2541,868278,20030813,0000921895-03-000536
2542,868671,20030513,0000891020-03-001536
2543,868671,20030813,0000891020-03-002146
2544,868671,20031112,0000891020-03-002685
2545,868780,20030508,0000868780-03-000004
2546,868780,20031107,0000868780-03-000008
2547,869495,20031211,0001096906-03-000654
2548,869531,20030814,0000869531-03-000017
2549,870826,20030616,0000950134-03-009222
2550,870826,20030915,0000950134-03-012749
2551,870826,20031215,0000950134-03-016661
2552,871763,20030505,0000950134-03-007098
2553,871763,20030804,0000950134-03-010879
2554,871763,20031103,0000950134-03-014313
2555,872202,20030505,0000872202-03-000006
2556,872202,20030805,0000872202-03-000007
2557,872202,20031104,0000872202-03-000010
2558,872589,20030515,0000950123-03-006048
2559,872589,20030814,0000950123-03-009451
2560,872589,20031112,0000950123-03-012534
2561,873303,20030513,0001104659-03-009361
2562,873303,20030812,0001104659-03-017672
2563,873860,20030515,0001019056-03-000452
2564,873860,20030814,0001019056-03-000780
2565,873860,20031114,0001019056-03-001307
2566,874015,20030515,0001047469-03-018838
2567,874015,20030814,0001047469-03-027548
2568,874015,20031113,0001047469-03-037217
2569,874238,20030515,0000950134-03-007986
2570,874238,20030814,0000950134-03-011792
2571,874238,20031113,0000950134-03-015194
2572,874396,20030513,0000874396-03-000004
2573,874396,20030813,0000874396-03-000009
2574,874396,20031114,0000874396-03-000024
2575,874501,20030515,0001193125-03-005414
2576,874501,20030814,0001193125-03-036866
2577,874501,20031114,0001193125-03-081514
2578,874710,20030214,0000950134-03-002588
2579,874710,20030515,0000950134-03-008149
2580,874710,20031113,0000950134-03-015196
2581,874716,20030514,0000874716-03-000050
2582,874716,20030814,0000874716-03-000079
2583,874716,20031113,0000874716-03-000108
2584,874761,20030515,0001104659-03-010432
2585,874761,20030813,0001104659-03-017847
2586,874761,20031114,0001104659-03-026291
2587,874766,20030513,0000948572-03-000025
2588,874766,20031105,0000948572-03-000065
2589,874866,20030214,0000892569-03-000443
2590,874866,20030814,0000892569-03-001978
2591,874866,20031114,0000892569-03-002647
2592,875045,20030515,0001104659-03-009969
2593,875045,20030814,0001104659-03-018599
2594,875320,20030515,0000912057-03-000195
2595,875320,20030814,0001104659-03-018700
2596,875320,20031114,0001104659-03-026672
2597,875355,20030512,0000897101-03-000417
2598,875355,20031112,0000897101-03-001437
2599,875357,20030515,0000875357-03-000013
2600,875357,20030813,0000875357-03-000025
2601,875357,20031114,0000875357-03-000029
2602,875657,20030513,0000891092-03-001044
2603,875657,20031106,0000891092-03-003202
2604,876167,20030414,0000950135-03-002350
2605,876167,20030715,0000950135-03-003838
2606,876343,20030515,0000950149-03-001180
2607,876343,20030813,0000950149-03-001916
2608,876343,20031112,0000950149-03-002611
2609,876378,20030507,0000910680-03-000438
2610,876378,20030814,0000950117-03-003586
2611,876378,20031114,0000950117-03-004879
2612,876427,20030211,0000950152-03-001518
2613,876427,20030812,0000950152-03-007575
2614,876437,20030515,0000950134-03-008108
2615,876437,20030814,0000950134-03-011783
2616,876437,20031113,0000950134-03-015199
2617,876523,20030211,0001035704-03-000094
2618,876523,20030805,0000950134-03-010916
2619,877212,20030502,0001104659-03-007944
2620,877212,20030801,0001104659-03-016403
2621,877212,20031030,0001104659-03-024181
2622,877422,20030214,0000905729-03-000085
2623,877422,20030805,0000905729-03-000305
2624,877860,20030507,0000877860-03-000059
2625,877860,20030814,0000877860-03-000071
2626,877860,20031112,0000877860-03-000085
2627,877890,20030512,0000950144-03-006453
2628,877890,20030812,0000950144-03-009747
2629,877890,20031110,0000950144-03-012502
2630,878726,20030430,0001104659-03-007727
2631,878726,20030801,0001104659-03-016394
2632,878726,20031104,0001104659-03-024575
2633,878828,20030515,0000950117-03-002119
2634,878828,20030814,0000950117-03-003614
2635,878828,20031114,0001157523-03-006729
2636,878927,20030515,0001021408-03-007810
2637,878927,20030814,0001193125-03-037291
2638,878927,20031112,0001193125-03-077892
2639,878932,20030515,0001193125-03-005664
2640,878932,20030814,0001193125-03-037719
2641,878932,20031114,0001193125-03-081396
2642,879101,20030506,0001125282-03-003152
2643,879101,20030811,0001125282-03-004717
2644,879101,20031110,0001125282-03-006009
2645,879169,20030514,0000950168-03-001763
2646,879169,20030813,0001193125-03-035827
2647,879169,20031113,0001193125-03-080067
2648,879526,20030513,0000950137-03-002875
2649,879526,20030814,0000950137-03-004346
2650,879585,20030515,0001193125-03-005514
2651,879585,20031114,0001193125-03-081608
2652,879635,20030509,0001135428-03-000298
2653,879635,20030813,0001135428-03-000473
2654,879635,20031113,0001135428-03-000581
2655,879682,20030514,0001104659-03-009814
2656,879682,20030814,0001104659-03-018514
2657,879682,20031113,0001104659-03-026188
2658,879911,20030214,0001169232-03-001414
2659,879911,20031114,0001144204-03-007298
2660,880117,20030206,0000880117-03-000002
2661,880117,20030508,0000880117-03-000026
2662,880117,20031106,0000880117-03-000048
2663,880266,20030514,0000950144-03-006706
2664,880266,20030814,0000950144-03-009896
2665,880266,20031114,0000950144-03-012871
2666,880417,20030513,0000906318-03-000106
2667,880417,20031114,0000950152-03-009776
2668,880641,20030514,0001127264-03-000077
2669,880641,20030814,0001193125-03-036932
2670,880641,20031112,0001127264-03-000123
2671,880807,20030213,0000927016-03-000662
2672,880807,20030814,0001193125-03-037659
2673,880807,20031114,0001193125-03-081434
2674,880984,20030515,0001144204-03-002497
2675,880984,20030814,0001144204-03-004777
2676,880984,20031114,0001144204-03-007248
2677,881787,20030507,0001193125-03-003573
2678,881787,20030806,0001193125-03-030001
2679,882095,20030515,0001104659-03-010341
2680,882095,20030814,0001104659-03-018298
2681,882095,20031112,0001104659-03-025790
2682,882184,20030214,0000882184-03-000003
2683,882184,20030814,0000882184-03-000020
2684,882508,20030514,0001104659-03-009717
2685,882508,20030812,0001104659-03-017789
2686,882508,20031112,0001104659-03-025429
2687,882796,20030509,0001169232-03-003498
2688,882796,20030813,0001169232-03-005116
2689,882796,20031112,0001169232-03-006517
2690,882835,20030317,0000931763-03-000538
2691,882835,20030616,0000950144-03-007767
2692,883107,20030515,0000950131-03-002922
2693,883107,20030813,0001193125-03-035712
2694,883107,20031114,0001193125-03-081789
2695,883241,20030318,0001166063-03-000008
2696,883241,20030616,0001166063-03-000012
2697,883241,20030915,0001166063-03-000018
2698,883569,20030520,0001104659-03-010836
2699,883569,20030819,0001104659-03-019160
2700,883569,20031118,0001104659-03-026959
2701,883943,20030113,0001104659-03-000220
2702,883943,20030714,0001104659-03-014687
2703,883943,20031014,0001104659-03-022716
2704,883945,20030418,0000950134-03-006115
2705,883945,20030718,0000950134-03-010265
2706,883945,20031022,0000950134-03-013771
2707,883948,20030514,0000916641-03-001528
2708,883948,20030814,0001193125-03-037740
2709,883948,20031112,0001193125-03-078198
2710,883975,20030515,0000891618-03-002603
2711,883984,20030512,0001019687-03-000964
2712,883984,20030811,0001019687-03-001610
2713,883984,20031112,0001019687-03-002253
2714,884144,20030317,0000950134-03-004038
2715,884144,20030616,0000950134-03-009232
2716,884144,20031215,0000950134-03-016675
2717,884219,20030515,0000950153-03-001081
2718,884219,20031113,0000950153-03-002295
2719,884269,20030428,0001104659-03-007422
2720,884269,20030808,0001104659-03-017188
2721,884269,20031110,0001104659-03-025289
2722,884614,20030214,0000893220-03-000147
2723,884614,20030515,0000893220-03-000949
2724,884614,20030814,0000893220-03-001446
2725,884624,20030513,0000947871-03-001195
2726,884624,20030812,0000947871-03-001833
2727,884624,20031112,0000947871-03-002457
2728,884713,20030513,0000909567-03-000642
2729,884713,20030812,0000909567-03-000987
2730,884713,20031112,0000909567-03-001243
2731,885074,20030207,0000950123-03-001044
2732,885074,20030515,0000950123-03-006132
2733,885074,20031112,0001125282-03-006066
2734,885245,20030613,0000950137-03-003356
2735,885245,20030916,0000950137-03-004772
2736,885245,20031215,0000950137-03-006328
2737,885275,20030515,0000950144-03-006982
2738,885275,20030814,0000950144-03-010081
2739,885275,20031114,0000950144-03-012944
2740,885307,20030121,0001062993-03-000048
2741,885508,20030515,0000885508-03-000005
2742,885508,20030814,0000885508-03-000007
2743,885508,20031114,0000885508-03-000009
2744,885550,20030424,0000950124-03-001374
2745,885550,20030805,0000950124-03-002563
2746,885550,20031114,0000950124-03-003704
2747,885639,20030604,0001193125-03-008227
2748,885639,20030903,0001193125-03-045024
2749,885639,20031204,0001193125-03-089376
2750,885725,20030515,0001072613-03-000829
2751,885725,20030814,0001072613-03-001402
2752,885725,20031113,0001072613-03-001789
2753,885978,20030515,0000950129-03-002794
2754,885978,20030814,0000950129-03-004259
2755,885978,20031113,0000950129-03-005625
2756,886128,20030314,0001042645-03-000034
2757,886128,20030616,0001042645-03-000093
2758,886136,20030515,0000950135-03-003101
2759,886136,20030814,0000950135-03-004398
2760,886136,20031114,0000950135-03-005669
2761,886158,20030114,0000950123-03-000303
2762,886158,20030714,0000950123-03-008163
2763,886163,20030505,0000886163-03-000019
2764,886163,20030813,0000886163-03-000031
2765,886163,20031112,0000886163-03-000038
2766,886206,20030114,0001183389-03-000008
2767,886206,20030414,0000886206-03-000009
2768,886206,20030715,0000886206-03-000015
2769,886346,20030513,0000886346-03-000040
2770,886346,20031107,0000886346-03-000073
2771,886744,20030430,0000891618-03-002172
2772,886744,20030730,0000891618-03-003992
2773,886744,20031112,0000891618-03-005807
2774,886982,20030410,0000950123-03-004051
2775,886982,20030711,0000950123-03-008090
2776,886982,20031010,0000950123-03-011277
2777,887151,20030514,0000950147-03-000604
2778,887151,20031114,0000950153-03-002312
2779,887247,20030508,0000950005-03-000552
2780,887247,20030813,0000950005-03-000807
2781,887247,20031114,0000950005-03-001155
2782,887343,20030513,0000898430-03-002897
2783,887343,20030813,0001193125-03-036120
2784,887343,20031114,0001193125-03-080620
2785,887359,20030214,0000936392-03-000164
2786,887359,20030515,0000936392-03-000734
2787,887359,20031113,0000936392-03-001572
2788,887596,20030430,0001169232-03-003342
2789,887596,20030730,0001169232-03-004844
2790,887596,20031030,0001169232-03-006244
2791,887733,20030204,0001021408-03-001501
2792,887733,20030508,0001193125-03-003920
2793,887733,20030808,0001193125-03-031979
2794,887905,20030513,0000898430-03-002895
2795,887905,20030813,0001193125-03-035786
2796,887905,20031113,0000892569-03-002588
2797,887921,20030514,0000950136-03-001228
2798,887921,20030813,0000950136-03-002004
2799,887921,20031114,0000950136-03-002825
2800,887936,20030514,0001021408-03-007724
2801,887936,20030814,0001193125-03-036272
2802,887936,20031113,0001193125-03-079724
2803,888491,20030509,0000888491-03-000009
2804,888491,20031110,0000888491-03-000052
2805,889331,20030512,0000950137-03-002828
2806,889331,20030812,0000950137-03-004231
2807,889331,20031112,0000950137-03-005854
2808,889609,20030515,0001019687-03-001080
2809,889609,20030814,0001019687-03-001688
2810,889609,20031114,0001019687-03-002303
2811,889900,20030502,0000950134-03-006979
2812,889900,20031114,0000950134-03-015379
2813,889971,20030214,0000950147-03-000208
2814,889971,20030515,0000950147-03-000625
2815,889971,20031113,0001193125-03-078731
2816,890066,20030501,0001116354-03-000016
2817,890066,20030814,0001116354-03-000039
2818,890066,20031112,0000950133-03-003824
2819,890394,20030513,0001104659-03-009334
2820,890394,20030813,0001104659-03-018084
2821,890394,20031113,0001104659-03-026225
2822,890564,20030513,0001104659-03-009454
2823,890564,20030814,0001104659-03-018662
2824,890564,20031114,0001104659-03-026648
2825,890821,20030513,0000950148-03-001241
2826,890821,20030812,0000950148-03-001977
2827,890821,20031112,0000950148-03-002684
2828,890926,20030514,0000950109-03-003118
2829,890926,20030814,0001193125-03-037250
2830,890926,20031113,0001193125-03-080070
2831,891014,20030509,0000891014-03-000025
2832,891014,20030808,0000891014-03-000116
2833,891014,20031110,0000891014-03-000222
2834,891024,20030311,0001045969-03-000610
2835,891024,20030909,0001193125-03-046794
2836,891024,20031209,0001193125-03-091213
2837,891103,20030515,0001047469-03-018927
2838,891103,20031114,0001047469-03-037550
2839,891293,20030512,0001193125-03-004411
2840,891293,20031112,0001193125-03-078359
2841,891532,20030515,0001169232-03-003813
2842,891532,20030814,0000891092-03-002156
2843,892482,20030514,0000897101-03-000429
2844,892482,20030814,0000897101-03-000988
2845,892482,20031113,0000897101-03-001447
2846,892537,20030514,0000928385-03-001572
2847,892537,20031110,0000892537-03-000023
2848,892553,20030515,0001021408-03-007905
2849,892553,20030814,0001193125-03-038018
2850,892553,20031119,0001193125-03-083902
2851,893538,20030515,0000893538-03-000018
2852,893538,20030813,0000893538-03-000038
2853,893739,20030514,0000893739-03-000013
2854,893739,20030814,0000893739-03-000021
2855,893847,20030514,0000950134-03-007955
2856,893847,20030814,0000950134-03-011726
2857,893847,20031112,0000950134-03-014946
2858,893949,20030513,0000950144-03-006514
2859,893949,20030811,0000950144-03-009658
2860,894081,20030814,0001193125-03-037292
2861,894081,20031114,0001193125-03-081156
2862,894158,20030513,0000950152-03-005404
2863,894315,20030515,0000950152-03-005559
2864,894315,20030814,0000950152-03-007725
2865,894315,20031114,0000950152-03-009762
2866,894405,20030506,0000950134-03-007194
2867,894405,20030806,0000950134-03-010987
2868,894671,20030515,0000894671-03-000057
2869,894671,20030814,0000894671-03-000092
2870,894671,20031112,0000894671-03-000133
2871,895126,20030515,0001193125-03-005727
2872,895126,20030814,0001193125-03-037950
2873,895126,20031112,0001193125-03-077218
2874,895417,20030513,0000950137-03-002884
2875,895417,20031113,0000950137-03-005894
2876,895419,20030131,0001021408-03-000915
2877,895419,20031029,0001193125-03-069257
2878,895421,20030411,0000950130-03-003186
2879,895421,20030711,0001193125-03-018623
2880,895421,20031014,0001193125-03-061188
2881,895447,20030611,0000895447-03-000025
2882,895447,20030916,0000895447-03-000042
2883,895447,20031216,0000895447-03-000057
2884,895456,20030515,0000950152-03-005577
2885,895456,20030814,0000950128-03-000948
2886,895456,20031114,0000950152-03-009772
2887,895665,20030513,0000950148-03-001226
2888,895665,20030811,0000950148-03-001954
2889,896156,20030212,0000902561-03-000055
2890,896156,20030513,0000902561-03-000251
2891,896156,20031110,0000902561-03-000517
2892,896159,20030513,0000950131-03-002799
2893,896159,20030814,0001193125-03-036448
2894,896159,20031114,0001193125-03-081108
2895,896262,20030515,0001193125-03-005575
2896,896262,20030814,0001193125-03-037894
2897,896264,20030513,0001104659-03-009294
2898,896264,20031106,0001104659-03-024962
2899,896622,20030508,0000950131-03-002688
2900,896622,20030806,0001193125-03-030143
2901,896622,20031110,0000950137-03-005786
2902,896841,20030514,0000896841-03-000010
2903,896841,20030813,0000896841-03-000014
2904,896841,20031113,0000896841-03-000020
2905,896878,20030228,0000891618-03-001077
2906,896878,20030530,0000891618-03-002791
2907,896878,20031205,0000891618-03-006189
2908,896985,20030214,0001104659-03-002589
2909,896985,20030515,0001104659-03-010235
2910,896985,20030814,0001104659-03-018670
2911,897077,20030514,0001003297-03-000131
2912,897077,20031112,0001003297-03-000445
2913,897078,20030514,0001104659-03-009705
2914,897078,20030814,0001104659-03-018577
2915,897078,20031114,0001019056-03-001290
2916,897429,20030529,0000950144-03-007309
2917,897429,20030827,0000950144-03-010401
2918,897429,20031203,0000950144-03-013394
2919,897723,20030211,0000891618-03-000721
2920,897723,20030514,0000891618-03-002511
2921,898173,20030509,0000898173-03-000032
2922,898173,20030808,0000898173-03-000043
2923,898173,20031107,0000898173-03-000061
2924,898174,20030514,0000950134-03-007788
2925,898174,20030814,0000950134-03-011684
2926,898174,20031112,0000950134-03-014962
2927,898293,20030114,0000950144-03-000412
2928,898293,20030714,0000950144-03-008507
2929,898437,20030515,0001104659-03-009972
2930,898437,20030814,0001104659-03-018527
2931,898437,20031114,0001104659-03-026510
2932,899051,20030509,0001047469-03-017741
2933,899051,20030811,0001047469-03-026942
2934,899051,20031114,0001047469-03-037356
2935,899394,20030513,0000898430-03-002894
2936,899394,20030811,0001193125-03-032044
2937,899394,20031113,0001193125-03-080173
2938,899629,20030514,0000950116-03-002649
2939,899629,20030814,0000950116-03-003532
2940,899629,20031112,0000950116-03-004446
2941,899689,20030508,0001104659-03-008526
2942,899689,20030808,0001104659-03-017113
2943,899689,20031107,0001104659-03-025041
2944,899715,20030514,0000899715-03-000090
2945,899715,20030813,0000899715-03-000135
2946,899715,20031112,0000899715-03-000182
2947,899751,20030430,0000950124-03-001434
2948,899751,20030731,0000950124-03-002490
2949,899751,20031031,0000950124-03-003388
2950,899923,20030213,0001104659-03-001923
2951,899923,20031112,0001193125-03-078678
2952,900075,20030317,0001104659-03-004397
2953,900075,20030616,0001104659-03-012392
2954,900075,20031215,0001104659-03-028482
2955,901491,20030512,0001104659-03-009117
2956,901491,20030811,0001104659-03-017474
2957,901491,20031112,0001104659-03-025480
2958,902791,20030515,0000892917-03-000047
2959,902791,20030813,0000892917-03-000113
2960,902791,20031114,0000892917-03-000156
2961,903129,20030514,0000898430-03-002981
2962,903129,20030814,0001193125-03-036275
2963,903129,20031113,0001193125-03-080204
2964,903571,20030506,0001035704-03-000285
2965,903571,20030805,0000950134-03-010914
2966,903651,20030515,0000922811-03-000036
2967,903651,20030814,0001144204-03-004494
2968,903651,20031112,0001144204-03-007015
2969,906107,20030513,0001104659-03-009385
2970,906107,20030813,0001104659-03-018040
2971,906107,20031113,0001104659-03-026051
2972,906163,20030515,0000928385-03-001610
2973,906345,20030512,0000906345-03-000053
2974,906345,20030812,0000906345-03-000082
2975,906345,20031113,0000906345-03-000116
2976,906465,20030514,0000743530-03-000048
2977,906553,20030513,0001017062-03-001201
2978,906553,20030812,0001193125-03-034274
2979,906553,20031113,0001193125-03-080061
2980,906709,20030513,0001104659-03-009463
2981,906709,20031112,0001104659-03-025769
2982,907242,20030514,0000907242-03-000009
2983,907242,20030814,0000907242-03-000012
2984,907242,20031114,0000907242-03-000015
2985,907254,20030514,0000928385-03-001580
2986,907254,20030814,0001193125-03-036267
2987,907254,20031114,0001193125-03-081819
2988,907471,20030214,0000914317-03-000496
2989,907471,20030515,0000914317-03-001584
2990,907471,20030814,0000914317-03-002416
2991,907654,20030514,0000891618-03-002556
2992,907654,20030814,0000891618-03-004384
2993,907654,20031114,0001193125-03-080644
2994,908255,20030514,0000908255-03-000044
2995,908255,20030813,0000908255-03-000066
2996,908255,20031113,0000908255-03-000072
2997,908259,20030515,0000927016-03-002716
2998,908259,20030814,0001193125-03-038105
2999,908259,20031114,0001193125-03-081842
3000,908311,20030515,0000950134-03-008176
3001,908311,20030813,0000950134-03-011484
3002,908311,20031114,0000950134-03-015361
3003,908315,20030509,0001045969-03-001477
3004,908315,20030812,0001104659-03-017684
3005,908315,20031110,0001104659-03-025370
3006,908937,20030514,0000950117-03-002100
3007,908937,20030812,0000950117-03-003544
3008,909494,20030514,0001104659-03-009694
3009,909494,20030814,0001104659-03-018530
3010,909494,20031112,0001104659-03-025565
3011,909724,20030514,0000909724-03-000017
3012,909724,20030813,0000909724-03-000023
3013,909832,20030328,0001032210-03-000495
3014,910073,20030515,0001169232-03-003762
3015,910073,20030814,0001193125-03-037616
3016,910073,20031114,0001193125-03-082083
3017,910108,20030515,0000950123-03-006032
3018,910108,20030813,0000950123-03-009377
3019,910108,20031113,0000950123-03-012633
3020,910267,20030515,0001104659-03-010267
3021,910267,20030814,0001104659-03-018526
3022,910267,20031114,0001104659-03-026692
3023,910406,20030214,0000910406-03-000002
3024,910406,20030515,0000910406-03-000004
3025,910406,20031114,0000910406-03-000008
3026,910492,20030514,0000926274-03-000260
3027,910492,20030814,0000926274-03-000328
3028,910492,20031113,0000926274-03-000393
3029,910521,20030501,0000950148-03-001117
3030,910521,20030808,0000950148-03-001948
3031,910521,20031114,0000950148-03-002739
3032,910606,20030515,0000897069-03-000589
3033,910606,20031114,0000897069-03-001421
3034,910612,20030515,0000910612-03-000053
3035,910612,20030814,0000910612-03-000086
3036,910612,20031114,0000910612-03-000118
3037,910638,20030714,0001193125-03-019218
3038,910638,20031110,0001193125-03-076316
3039,910679,20030213,0000914317-03-000466
3040,910679,20030515,0000914317-03-001586
3041,910679,20031114,0000914317-03-003475
3042,911147,20030512,0000911147-03-000015
3043,911147,20030813,0000911147-03-000025
3044,911177,20030310,0001104659-03-003922
3045,911177,20030912,0001104659-03-020545
3046,911216,20030214,0001088020-03-000017
3047,911216,20030515,0001088020-03-000044
3048,911216,20031114,0001088020-03-000080
3049,911421,20030515,0001193125-03-005610
3050,911421,20030813,0001193125-03-035971
3051,911421,20031114,0001193125-03-082081
3052,912093,20030211,0001047469-03-004771
3053,912093,20030513,0001047469-03-018213
3054,912093,20031112,0000891618-03-005866
