,CIK,FILING_DATE,ACC_NUM
1223,277948,20030730,0001193125-03-026402
1224,278166,20030814,0000950153-03-001602
1225,310142,20030514,0000950134-03-007924
1226,310142,20030813,0000950134-03-011636
1227,310142,20031113,0000950134-03-015219
1228,310158,20030513,0000310158-03-000011
1229,310158,20031107,0000310158-03-000108
1230,310354,20030211,0000310354-03-000008
1231,310354,20030514,0000310354-03-000024
1232,310354,20031105,0000310354-03-000071
1233,310522,20030515,0000950133-03-001892
1234,310522,20030814,0000950133-03-002922
1235,310522,20031114,0000950133-03-003943
1236,310764,20030505,0000310764-03-000018
1237,310764,20030811,0000310764-03-000026
1238,311094,20030514,0000311094-03-000003
1239,311094,20030813,0000311094-03-000014
1240,311094,20031114,0000311094-03-000023
1241,313143,20030210,0000910647-03-000032
1242,313143,20030812,0000910647-03-000295
1243,313143,20031110,0000910647-03-000373
1244,313151,20030513,0000950144-03-006531
1245,313151,20030813,0000950144-03-009890
1246,313151,20031114,0000950144-03-012920
1247,313364,20030513,0001047469-03-018088
1248,313364,20030814,0001047469-03-027703
1249,313364,20031114,0001047469-03-037286
1250,313616,20030417,0000928385-03-001175
1251,313616,20030717,0001104659-03-014942
1252,313616,20031016,0001104659-03-022902
1253,313927,20030512,0000313927-03-000273
1254,313927,20031110,0000313927-03-000634
1255,314489,20030515,0000950137-03-002979
1256,314489,20030814,0000950137-03-004340
1257,314489,20031114,0000950137-03-005961
1258,314808,20030507,0000314808-03-000046
1259,314808,20030812,0000314808-03-000071
1260,315131,20030213,0000950134-03-002363
1261,315131,20030514,0000950134-03-007934
1262,315131,20030813,0000950134-03-011544
1263,315189,20030304,0000315189-03-000032
1264,315189,20030829,0000315189-03-000101
1265,315213,20030514,0001047469-03-018433
1266,315213,20031113,0001047469-03-037208
1267,315293,20030515,0001047469-03-018734
1268,315293,20030813,0001047469-03-027479
1269,315293,20031113,0001047469-03-037183
1270,315374,20030314,0000315374-03-000006
1271,315374,20030613,0000315374-03-000013
1272,315374,20030911,0000315374-03-000029
1273,315709,20030515,0001104659-03-010316
1274,315709,20030814,0001104659-03-018510
1275,315709,20031114,0001104659-03-026493
1276,315852,20030507,0000950134-03-007248
1277,315852,20030806,0000950134-03-010979
1278,315852,20031105,0000950134-03-014425
1279,315858,20030515,0000315858-03-000016
1280,315858,20030814,0000315858-03-000017
1281,315858,20031114,0001217545-03-000002
1282,316253,20030314,0001125282-03-002252
1283,316253,20030616,0001125282-03-003884
1284,316253,20031215,0000930413-03-003637
1285,316709,20030513,0000316709-03-000017
1286,316709,20030812,0000316709-03-000025
1287,316709,20031114,0000316709-03-000032
1288,317540,20030512,0001021408-03-007507
1289,317540,20030811,0001193125-03-033021
1290,317540,20031112,0001193125-03-077820
1291,318154,20030502,0000898430-03-002755
1292,318154,20031030,0001193125-03-069500
1293,318300,20030509,0000318300-03-000083
1294,318300,20030811,0000318300-03-000131
1295,318300,20031113,0000318300-03-000174
1296,318306,20030515,0000318306-03-000004
1297,318306,20030814,0000318306-03-000012
1298,318306,20031114,0000318306-03-000017
1299,318673,20030520,0000318673-03-000019
1300,318673,20031114,0000318673-03-000028
1301,318833,20030114,0000950129-03-000118
1302,318833,20030414,0000950129-03-002015
1303,318833,20031015,0000950129-03-004977
1304,318996,20030515,0001047469-03-018932
1305,318996,20031114,0001104659-03-026694
1306,319201,20030213,0000319201-03-000008
1307,319201,20030514,0000319201-03-000018
1308,319201,20031107,0001206774-03-000806
1309,319654,20030514,0000950134-03-007865
1310,319654,20030814,0000950134-03-011789
1311,319654,20031112,0000950134-03-015039
1312,319655,20030515,0000950134-03-008062
1313,319655,20030813,0000950134-03-011624
1314,319655,20031113,0000950134-03-015200
1315,320017,20030515,0000891092-03-001074
1316,320017,20030814,0001157523-03-004231
1317,320121,20030515,0000928385-03-001611
1318,320121,20030814,0001193125-03-038073
1319,320121,20031120,0001193125-03-084123
1320,320187,20030110,0000320187-03-000006
1321,320187,20030414,0000320187-03-000008
1322,320187,20031010,0000320187-03-000170
1323,320193,20030210,0001047469-03-004566
1324,320193,20030513,0001104659-03-009489
1325,320193,20030812,0001104659-03-017766
1326,320335,20030514,0000931763-03-001581
1327,320335,20030812,0001193125-03-034329
1328,320335,20031112,0001193125-03-078307
1329,320340,20030515,0000950144-03-006822
1330,320340,20030814,0000950144-03-009988
1331,320340,20031113,0000950144-03-012742
1332,350698,20030429,0000950144-03-005658
1333,350698,20031030,0000950144-03-012035
1334,350852,20030514,0000350852-03-000063
1335,350852,20030814,0000350852-03-000081
1336,350852,20031114,0000350852-03-000092
1337,350868,20030214,0001047469-03-005574
1338,350868,20030814,0001104659-03-018767
1339,350868,20031114,0001047469-03-037562
1340,350894,20030514,0000950109-03-003070
1341,350894,20030814,0001193125-03-037301
1342,350894,20031113,0001193125-03-079430
1343,351569,20030515,0000931763-03-001650
1344,351569,20030814,0001193125-03-037197
1345,351569,20031112,0001193125-03-078301
1346,351789,20030515,0001104659-03-010075
1347,351817,20030513,0000351817-03-000010
1348,351817,20030813,0000351817-03-000015
1349,351817,20031114,0000351817-03-000042
1350,351834,20030512,0001169232-03-003561
1351,351834,20030818,0001169232-03-005263
1352,351998,20030515,0000351998-03-000018
1353,351998,20030814,0000351998-03-000024
1354,351998,20031114,0000351998-03-000031
1355,352825,20030513,0000352825-03-000006
1356,352825,20030813,0000352825-03-000011
1357,352825,20031114,0000352825-03-000013
1358,352915,20030513,0001021408-03-007622
1359,352915,20030813,0001193125-03-035909
1360,353184,20030212,0000353184-03-000005
1361,353184,20030730,0000353184-03-000026
1362,353184,20031112,0000353184-03-000042
1363,354190,20030515,0000950131-03-002915
1364,354190,20031023,0001193125-03-066203
1365,354647,20030515,0000354647-03-000015
1366,354647,20031112,0000354647-03-000033
1367,354950,20030606,0001047469-03-020747
1368,354950,20030905,0001047469-03-029793
1369,354950,20031204,0001047469-03-039465
1370,354963,20030514,0001169232-03-003684
1371,354963,20031112,0001169232-03-006530
1372,355019,20030214,0000355019-03-000003
1373,355019,20030515,0000355019-03-000011
1374,355019,20031114,0000355019-03-000025
1375,355811,20030505,0000950124-03-001517
1376,355811,20030806,0000950124-03-002567
1377,355811,20031104,0000950124-03-003422
1378,355948,20030114,0000355948-03-000002
1379,355948,20030414,0000355948-03-000021
1380,355948,20031014,0000355948-03-000042
1381,356037,20030214,0000356037-03-000004
1382,356037,20030515,0000356037-03-000013
1383,356037,20030815,0000356037-03-000026
1384,356171,20030515,0000356171-03-000004
1385,356171,20030814,0000356171-03-000007
1386,356171,20031114,0000356171-03-000009
1387,356309,20030214,0000950123-03-001528
1388,356309,20030814,0000950123-03-009437
1389,357173,20030515,0001104659-03-010291
1390,357173,20031113,0001104659-03-025901
1391,357294,20030317,0000357294-03-000009
1392,357294,20030912,0000357294-03-000020
1393,357301,20030515,0000357301-03-000011
1394,357301,20030813,0000357301-03-000016
1395,357301,20031113,0000357301-03-000020
1396,700564,20030514,0000950109-03-003104
1397,700564,20030814,0001193125-03-036884
1398,700564,20031114,0001193125-03-081113
1399,700565,20030513,0000700565-03-000107
1400,700565,20030813,0000700565-03-000145
1401,700565,20031113,0000700565-03-000210
1402,700841,20030501,0000700841-03-000019
1403,700841,20030807,0000700841-03-000027
1404,700841,20031106,0000700841-03-000035
1405,701288,20030509,0001157523-03-001789
1406,701288,20030813,0001157523-03-004196
1407,701288,20031112,0001157523-03-006481
1408,701347,20030515,0001104659-03-010396
1409,701347,20030814,0001104659-03-018641
1410,701347,20031112,0001104659-03-025849
1411,701374,20030515,0001047469-03-018861
1412,701374,20030814,0001047469-03-027680
1413,701374,20031114,0001047469-03-037364
1414,701985,20030616,0000927016-03-002907
1415,701985,20031215,0001193125-03-094376
1416,702165,20030430,0000702165-03-000161
1417,702165,20030730,0000702165-03-000243
1418,702165,20031031,0000702165-03-000313
1419,703351,20030207,0000703351-03-000005
1420,703351,20030512,0000703351-03-000012
1421,703351,20031110,0000703351-03-000077
1422,703604,20030509,0000914760-03-000084
1423,703604,20030812,0000914760-03-000172
1424,703604,20031110,0000914760-03-000223
1425,703699,20030514,0000950124-03-001716
1426,703699,20030814,0000950124-03-002735
1427,703699,20031114,0000950124-03-003674
1428,703904,20030509,0001021408-03-007301
1429,703904,20030807,0001193125-03-030441
1430,703904,20031112,0001193125-03-077380
1431,704532,20030513,0000950005-03-000578
1432,704532,20030811,0000950005-03-000805
1433,704532,20031112,0000950005-03-001119
1434,704562,20030317,0001019687-03-000511
1435,704562,20030915,0001019687-03-001888
1436,704562,20031215,0001019687-03-002470
1437,705432,20030513,0000950134-03-007767
1438,705432,20030813,0000950134-03-011659
1439,705432,20031112,0000950134-03-014958
1440,706129,20030512,0000950152-03-005283
1441,706129,20030812,0000950152-03-007553
1442,706129,20031110,0000950152-03-009479
1443,706698,20030514,0001096906-03-000265
1444,706698,20030814,0001096906-03-000449
1445,706698,20031112,0001096906-03-000585
1446,706863,20030515,0000910647-03-000203
1447,706863,20030813,0000910647-03-000300
1448,706863,20031113,0000910647-03-000384
1449,707179,20030515,0000707179-03-000102
1450,707179,20030814,0000707179-03-000148
1451,707179,20031114,0000707179-03-000184
1452,707549,20030211,0000707549-03-000005
1453,707549,20030514,0000891618-03-002510
1454,707549,20031110,0000891618-03-005756
1455,707605,20030509,0000707605-03-000130
1456,707605,20030811,0000707605-03-000198
1457,707605,20031112,0000707605-03-000250
1458,708781,20030515,0001193805-03-000382
1459,708781,20031112,0001193805-03-001048
1460,708818,20030214,0001169232-03-001381
1461,708818,20030814,0001169232-03-005231
1462,708818,20031117,0001169232-03-006703
1463,708821,20030515,0000708821-03-000008
1464,708821,20031114,0000708821-03-000014
1465,708955,20030509,0000950152-03-005232
1466,708955,20030808,0000950152-03-007442
1467,708955,20031107,0000950152-03-009423
1468,709005,20030507,0000926274-03-000255
1469,709005,20030812,0000926274-03-000323
1470,709005,20031113,0000926274-03-000396
1471,709283,20030212,0000709283-03-000001
1472,709283,20030813,0000709283-03-000026
1473,709283,20031112,0000709283-03-000035
1474,709337,20030512,0000950152-03-005312
1475,709337,20030812,0000950152-03-007578
1476,709337,20031110,0000950152-03-009473
1477,710752,20030514,0000950134-03-007877
1478,710752,20030814,0000950134-03-011662
1479,710782,20031212,0001104659-03-028466
1480,711377,20030114,0000711377-03-000011
1481,711377,20030414,0000711377-03-000022
1482,711377,20031015,0001193125-03-062203
1483,711404,20030317,0000950117-03-001001
1484,711404,20030905,0000950117-03-003974
1485,711665,20030515,0001135428-03-000310
1486,711665,20030814,0001177497-03-000003
1487,711665,20031114,0001177497-03-000019
1488,711669,20030512,0000931763-03-001486
1489,711669,20030813,0001193125-03-035431
1490,711669,20031112,0001193125-03-078367
1491,712515,20030211,0000891618-03-000693
1492,712515,20030811,0000891618-03-004257
1493,712534,20030515,0000712534-03-000074
1494,712534,20030814,0000712534-03-000151
1495,712534,20031114,0000712534-03-000185
1496,712537,20030514,0000712537-03-000011
1497,712537,20030812,0000712537-03-000027
1498,712537,20031112,0000712537-03-000034
1499,712770,20030513,0000712770-03-000008
1500,712770,20030812,0000712770-03-000019
1501,712770,20031112,0000712770-03-000026
1502,712771,20030513,0001144204-03-002326
1503,712771,20030813,0001144204-03-004462
1504,712771,20031114,0001144204-03-007223
1505,713425,20030314,0000931763-03-000525
1506,713425,20030912,0001193125-03-048845
1507,713425,20031212,0001193125-03-093605
1508,713676,20030515,0000950128-03-000681
1509,713676,20030814,0000950128-03-000934
1510,713676,20031114,0000950128-03-001235
1511,714310,20030515,0000714310-03-000012
1512,714310,20030814,0000714310-03-000020
1513,714310,20031113,0001193125-03-080278
1514,714395,20030514,0000927946-03-000094
1515,714395,20030813,0000927946-03-000165
1516,714395,20031114,0000927946-03-000230
1517,714562,20030514,0000950137-03-002924
1518,714562,20030813,0000950137-03-004303
1519,714562,20031112,0000950137-03-005871
1520,714712,20030508,0000950154-03-000062
1521,714712,20030813,0000950154-03-000082
1522,714712,20031114,0000950154-03-000106
1523,715072,20030515,0000715072-03-000088
1524,715072,20031114,0000715072-03-000137
1525,715446,20030317,0001157523-03-000655
1526,715446,20030616,0001157523-03-002443
1527,715446,20030915,0001157523-03-004791
1528,715579,20030505,0001135428-03-000291
1529,715579,20030811,0001135428-03-000461
1530,715579,20031110,0001135428-03-000578
1531,715787,20030514,0000950144-03-006669
1532,715787,20030813,0000950144-03-009840
1533,715787,20031112,0000950144-03-012638
1534,715957,20030509,0000715957-03-000142
1535,715957,20030811,0000715957-03-000177
1536,716006,20030502,0000950137-03-002601
1537,716006,20031103,0000950137-03-005636
1538,716314,20030207,0000716314-03-000002
1539,716314,20030728,0000716314-03-000008
1540,716314,20031030,0000716314-03-000012
1541,716605,20030515,0000903594-03-000044
1542,716605,20030814,0000903594-03-000099
1543,716605,20031114,0001104659-03-026431
1544,716634,20030513,0000950150-03-000576
1545,716634,20030814,0000950150-03-000917
1546,716634,20031114,0000950150-03-001354
1547,716643,20030213,0000950134-03-002417
1548,716643,20031113,0000950134-03-015168
1549,717423,20030513,0001193125-03-004583
1550,717423,20030811,0001193125-03-032870
1551,717423,20031112,0001193125-03-078496
1552,717538,20030515,0000717538-03-000033
1553,717538,20030813,0000717538-03-000049
1554,717538,20031114,0000717538-03-000052
1555,717605,20030515,0001104659-03-010428
1556,717605,20030813,0001047469-03-027409
1557,717605,20031114,0001047469-03-037393
1558,717720,20030317,0000897101-03-000202
1559,717720,20030912,0001047469-03-030545
1560,717720,20031215,0001047469-03-040997
1561,717806,20030514,0000717806-03-000005
1562,717806,20030813,0000717806-03-000012
1563,717806,20031114,0000717806-03-000015
1564,717954,20030114,0000950135-03-000185
1565,717954,20030415,0000950135-03-002387
1566,717954,20030715,0000950135-03-003845
1567,718332,20030211,0000718332-03-000002
1568,718332,20030513,0000718332-03-000007
1569,718332,20031112,0000718332-03-000031
1570,718413,20030515,0000718413-03-000024
1571,718413,20030814,0000718413-03-000029
1572,718877,20030131,0001047469-03-003530
1573,718877,20030804,0001104659-03-016538
1574,718877,20031114,0001104659-03-026298
1575,718937,20030519,0000898430-03-003103
1576,718937,20030825,0001193125-03-041663
1577,719220,20030509,0000719220-03-000017
1578,719220,20030813,0000719220-03-000027
1579,719220,20031113,0000719220-03-000045
1580,719274,20030205,0000950149-03-000240
1581,719274,20030811,0000950149-03-001871
1582,719413,20030509,0000897101-03-000404
1583,719413,20030808,0000897101-03-000952
1584,719413,20031114,0000897101-03-001459
1585,719494,20030515,0001104659-03-010395
1586,719494,20030814,0001104659-03-018368
1587,719494,20031114,0001104659-03-026605
1588,719733,20030211,0001032210-03-000163
1589,719733,20030513,0001032210-03-000811
1590,719733,20031112,0001193125-03-078093
1591,719739,20030513,0001104659-03-009338
1592,719739,20030814,0001104659-03-018768
1593,719739,20031114,0001104659-03-026710
1594,719955,20030617,0000950149-03-001371
1595,719955,20031215,0000950149-03-002942
1596,720005,20030210,0000720005-03-000006
1597,720005,20030808,0000720005-03-000021
1598,720154,20030214,0000927946-03-000043
1599,720154,20030520,0000927946-03-000115
1600,720154,20030819,0000927946-03-000180
1601,720500,20030214,0000950147-03-000228
1602,720500,20030515,0000950147-03-000639
1603,720500,20030820,0000950153-03-001652
1604,720672,20030515,0000720672-03-000007
1605,720672,20030814,0000720672-03-000026
1606,720672,20031114,0000720672-03-000033
1607,720858,20030514,0000905870-03-000015
1608,720858,20030813,0001157523-03-004220
1609,720858,20031113,0001157523-03-006623
1610,721371,20030214,0000950152-03-001919
1611,721371,20030515,0000950152-03-005601
1612,721371,20031114,0000950152-03-009793
1613,721994,20030509,0000721994-03-000131
1614,721994,20030808,0000721994-03-000174
1615,721994,20031106,0000721994-03-000211
1616,722313,20030515,0001104659-03-010146
1617,722313,20030814,0001104659-03-018534
1618,722313,20031114,0001104659-03-026446
1619,722723,20030514,0000897069-03-000569
1620,722723,20030812,0000897069-03-000882
1621,722723,20031112,0000897069-03-001391
1622,723125,20030113,0001047469-03-001163
1623,723125,20030414,0001104659-03-006407
1624,723188,20030515,0001169232-03-003746
1625,723188,20030813,0001169232-03-005111
1626,723188,20031114,0001169232-03-006662
1627,723254,20030113,0000892251-03-000023
1628,723254,20031015,0000892251-03-000581
1629,723531,20030321,0000950152-03-003161
1630,723531,20030924,0000950152-03-008396
1631,723603,20030312,0000723603-03-000007
1632,723603,20030917,0000723603-03-000028
1633,723603,20031217,0000723603-03-000039
1634,723612,20030509,0001047469-03-017586
1635,723612,20030807,0001047469-03-026596
1636,723612,20031106,0001047469-03-036321
1637,723646,20030515,0001104659-03-010258
1638,723646,20031113,0001104659-03-026223
1639,724742,20030108,0000950110-03-000010
1640,724742,20030708,0000930413-03-002148
1641,724742,20031010,0000930413-03-002984
1642,725363,20030214,0001004878-03-000016
1643,725363,20030520,0001004878-03-000061
1644,725394,20030219,0001166587-03-000016
1645,725394,20030521,0001166587-03-000035
1646,726601,20030515,0000726601-03-000007
1647,726601,20030814,0000726601-03-000012
1648,726601,20031114,0000726601-03-000014
1649,726728,20030508,0001104659-03-008680
1650,726728,20030808,0001104659-03-017158
1651,726728,20031106,0001104659-03-024968
1652,726854,20030509,0000916641-03-001398
1653,726854,20030808,0001193125-03-031815
1654,726854,20031110,0001193125-03-075863
1655,726958,20030311,0000950131-03-001263
1656,726958,20030911,0001193125-03-048424
1657,726958,20031212,0001193125-03-093702
1658,727510,20030214,0001169232-03-001413
1659,727510,20030515,0001125282-03-003479
1660,727510,20031114,0001169232-03-006679
1661,727634,20030513,0000727634-03-000008
1662,727634,20030814,0000727634-03-000014
1663,727634,20031114,0000727634-03-000018
1664,728535,20030507,0001104659-03-008376
1665,728535,20031031,0001104659-03-024362
1666,729580,20030512,0001005150-03-000888
1667,729580,20030818,0001005150-03-001366
1668,729986,20030513,0000950128-03-000632
1669,729986,20030814,0000950128-03-000938
1670,729986,20031113,0000950152-03-009657
1671,730263,20030228,0000950152-03-002407
1672,730263,20030605,0000950152-03-005953
1673,730263,20031202,0000950152-03-010038
1674,730272,20030207,0001169232-03-000833
1675,730272,20030812,0001169232-03-005066
1676,730272,20031113,0001169232-03-006598
1677,730464,20030212,0000730464-03-000003
1678,730464,20031110,0000730464-03-000021
1679,730708,20030515,0000730708-03-000025
1680,730708,20030814,0000730708-03-000040
1681,730708,20031114,0001086715-03-000129
1682,731012,20030425,0000950116-03-002372
1683,731012,20030725,0000950116-03-003288
1684,731012,20031027,0000950116-03-004180
1685,731122,20030514,0000893220-03-000911
1686,731122,20030814,0000893220-03-001445
1687,731122,20031113,0000893220-03-001912
1688,731245,20030514,0000731245-03-000006
1689,731245,20030813,0000731245-03-000008
1690,731245,20031113,0001144204-03-007037
1691,731653,20030514,0000950124-03-001756
1692,731653,20030814,0000950124-03-002763
1693,731653,20031113,0000950124-03-003645
1694,731766,20030515,0000950134-03-008200
1695,731766,20030813,0000950134-03-011638
1696,731766,20031114,0000950134-03-015425
1697,731802,20030214,0000950134-03-002660
1698,731802,20030515,0000950134-03-008222
1699,731802,20030814,0000950134-03-011734
1700,732026,20030211,0000950150-03-000175
1701,732026,20030516,0000950150-03-000629
1702,732026,20031107,0000950150-03-001242
1703,732417,20030513,0000743530-03-000045
1704,732417,20030812,0001169232-03-005053
1705,732417,20031110,0001169232-03-006459
1706,732712,20030512,0000950134-03-007610
1707,732712,20030812,0000950134-03-011452
1708,732712,20031112,0000950134-03-015054
1709,732717,20030512,0000732717-03-000415
1710,732717,20030812,0000732717-03-000694
1711,732717,20031112,0000732717-03-000897
1712,732834,20030513,0000909334-03-000207
1713,732834,20030813,0000909334-03-000293
1714,732834,20031114,0000909334-03-000370
1715,733269,20030211,0000733269-03-000001
1716,733269,20030811,0000733269-03-000011
1717,733269,20031110,0000733269-03-000014
1718,733590,20030520,0000930661-03-002067
1719,733590,20030819,0001193125-03-039619
1720,736012,20030513,0001104659-03-009472
1721,736012,20030813,0001104659-03-018207
1722,736012,20031113,0001104659-03-025897
1723,736772,20030515,0000950132-03-000128
1724,736772,20030814,0001193125-03-037570
1725,736772,20031114,0001193125-03-080972
1726,737207,20030515,0000891020-03-001613
1727,737207,20030814,0000891020-03-002189
1728,737207,20031113,0000891020-03-002711
1729,737468,20030514,0000737468-03-000008
1730,737468,20030813,0000737468-03-000043
1731,737468,20031113,0000737468-03-000063
1732,737758,20030313,0000950134-03-003865
1733,737758,20030612,0000950134-03-009115
1734,737758,20030911,0000950134-03-012659
1735,737875,20030513,0000737875-03-000019
1736,737875,20031113,0000737875-03-000048
1737,739421,20030506,0000739421-03-000024
1738,739421,20030806,0000739421-03-000059
1739,739421,20031105,0000739421-03-000075
1740,740260,20030429,0001193125-03-002445
1741,740260,20031028,0001193125-03-068210
1742,740663,20030513,0001169232-03-003588
1743,740663,20030813,0001169232-03-005109
1744,740806,20030515,0000930609-03-000031
1745,740806,20030814,0000930609-03-000043
1746,740806,20031114,0000930609-03-000060
1747,740971,20030514,0000740971-03-000010
1748,740971,20030814,0000740971-03-000022
1749,741516,20030514,0000741516-03-000013
1750,741516,20030812,0000741516-03-000016
1751,742112,20030509,0000742112-03-000011
1752,742112,20031112,0000742112-03-000022
1753,742278,20030506,0001104659-03-008243
1754,742278,20031031,0001157523-03-006140
1755,743238,20030512,0000905729-03-000203
1756,743238,20030814,0000905729-03-000321
1757,743238,20031114,0000905729-03-000403
1758,743367,20030514,0000743367-03-000049
1759,743367,20030814,0000743367-03-000057
1760,743367,20031113,0000950135-03-005615
1761,744187,20030612,0000950117-03-002528
1762,744187,20030915,0000950117-03-004082
1763,744218,20030513,0001104659-03-009403
1764,744218,20031106,0001104659-03-024908
1765,744825,20030515,0000950149-03-001170
1766,744825,20030813,0000950149-03-001909
1767,744825,20031114,0000950149-03-002720
1768,745308,20030514,0000950144-03-006733
1769,745308,20030813,0000950135-03-004359
1770,745308,20031112,0000950135-03-005592
1771,745543,20031203,0000745543-03-000015
1772,745732,20030616,0001104659-03-012379
1773,745732,20030915,0001104659-03-020680
1774,746210,20030515,0001169232-03-003794
1775,746210,20030814,0001169232-03-005239
1776,746210,20031114,0001169232-03-006693
1777,746514,20030515,0001104659-03-010260
1778,746514,20030814,0001104659-03-018630
1779,746514,20031114,0001104659-03-026612
1780,746515,20030515,0001104659-03-010322
1781,746515,20030814,0001104659-03-018547
1782,746515,20031113,0001104659-03-026190
1783,746598,20030314,0000950134-03-003973
1784,746598,20030613,0000950134-03-009160
1785,746598,20031212,0000950134-03-016614
1786,746838,20030502,0000746838-03-000010
1787,746838,20031024,0000746838-03-000095
1788,748592,20030515,0000748592-03-000023
1789,748592,20030814,0000748592-03-000037
1790,748592,20031114,0000748592-03-000047
1791,749251,20030515,0000950123-03-006023
1792,749251,20030814,0000950123-03-009476
1793,749251,20031114,0000950123-03-012707
1794,749647,20030214,0001005150-03-000468
1795,749647,20030515,0001005150-03-000937
1796,749647,20030814,0001005150-03-001331
1797,749660,20030515,0001169232-03-003780
1798,749660,20030814,0001144204-03-004595
1799,749660,20031114,0001144204-03-007343
1800,750004,20030509,0001104659-03-008909
1801,750004,20030814,0001047469-03-027770
1802,750004,20031114,0001047469-03-037530
1803,750558,20030514,0001135428-03-000305
1804,750558,20030814,0001135428-03-000476
1805,750558,20031114,0001135428-03-000590
1806,750574,20030514,0000931763-03-001603
1807,750574,20030814,0001193125-03-037624
1808,750574,20031114,0001193125-03-080500
1809,750577,20030515,0001030798-03-000043
1810,750577,20030813,0001030798-03-000058
1811,750577,20031113,0001030798-03-000082
1812,750686,20030509,0000927016-03-002499
1813,750686,20030813,0001193125-03-035881
1814,750686,20031113,0001193125-03-079782
1815,751364,20030507,0000751364-03-000074
1816,751364,20030812,0000751364-03-000130
1817,751365,20030613,0000950148-03-001516
1818,751365,20030915,0000950148-03-002270
1819,751365,20031215,0000950148-03-002893
1820,751978,20030514,0000950135-03-003047
1821,751978,20031106,0000950135-03-005499
1822,752642,20030514,0000752642-03-000010
1823,752642,20030813,0000752642-03-000020
1824,752642,20031113,0000752642-03-000045
1825,752714,20030430,0001193125-03-002797
1826,752714,20030731,0001193125-03-027139
1827,752714,20031030,0001193125-03-070063
1828,754811,20030213,0000754811-03-000004
1829,754811,20030515,0000754811-03-000006
1830,754811,20031114,0000754811-03-000024
1831,755001,20030502,0000755001-03-000020
1832,755001,20030801,0000755001-03-000030
1833,755001,20031030,0000755001-03-000036
1834,758743,20030121,0001047469-03-001861
1835,758743,20030715,0001047469-03-024161
1836,758743,20031015,0001047469-03-033402
1837,758938,20030214,0000898430-03-001592
1838,758938,20030515,0000950148-03-001292
1839,758938,20031114,0000950148-03-002740
1840,760498,20030515,0001193125-03-005596
1841,760498,20030814,0001193125-03-037509
1842,760498,20031114,0001193125-03-081411
1843,761648,20030515,0000950116-03-002709
1844,761648,20030813,0000950116-03-003482
1845,761648,20031113,0000950116-03-004474
1846,763532,20030212,0000892251-03-000076
1847,763532,20031105,0000892251-03-000631
1848,763563,20030513,0000763563-03-000068
1849,763563,20030811,0000763563-03-000092
1850,763563,20031113,0000763563-03-000124
1851,763744,20030509,0001169232-03-003504
1852,763744,20030812,0001169232-03-005051
1853,763744,20031110,0001169232-03-006450
1854,763901,20030515,0000950144-03-006989
1855,763901,20030814,0000950144-03-010088
1856,763901,20031114,0000950144-03-012924
1857,763907,20030515,0001014100-03-000161
1858,763907,20030814,0001014100-03-000213
1859,763907,20031114,0001014100-03-000286
1860,764038,20030515,0001157523-03-002000
1861,764038,20030814,0001157523-03-004280
1862,764038,20031113,0001157523-03-006614
1863,764065,20030424,0000950152-03-004539
1864,764065,20030731,0000950152-03-007229
1865,764065,20031030,0000950152-03-009202
1866,764180,20030515,0001193125-03-005680
1867,764180,20030813,0000950117-03-003580
1868,764180,20031113,0000950117-03-004839
1869,764401,20030218,0000950144-03-002057
1870,764401,20030812,0000950144-03-009748
1871,764478,20030114,0001104659-03-000262
1872,764478,20030715,0001104659-03-014814
1873,764622,20030515,0000950147-03-000623
1874,764622,20030814,0001104659-03-018678
1875,764622,20031114,0000950153-03-002339
1876,765207,20030515,0000765207-03-000029
1877,765207,20030814,0000765207-03-000040
1878,765207,20031114,0000765207-03-000048
1879,765880,20030515,0000898430-03-002996
1880,765880,20031112,0001193125-03-078679
1881,766421,20030515,0000891020-03-001622
1882,766421,20031114,0000891020-03-002736
1883,766704,20030507,0000950152-03-005131
1884,766704,20031024,0000950152-03-009076
1885,766829,20030512,0000766829-03-000012
1886,766829,20030811,0000766829-03-000019
1887,766829,20031114,0000766829-03-000031
1888,767405,20030515,0000950152-03-005593
1889,767405,20030814,0000950152-03-007706
1890,767405,20031113,0000950152-03-009664
1891,768408,20030213,0001047469-03-005332
1892,768408,20030814,0001104659-03-018614
1893,768408,20031114,0001104659-03-026531
1894,768411,20030514,0000897101-03-000430
1895,768411,20030813,0000897101-03-000972
1896,768411,20031113,0000897101-03-001444
1897,768710,20030506,0001169232-03-003452
1898,768710,20030812,0001169232-03-005057
1899,768710,20031110,0001169232-03-006464
1900,768835,20030611,0000950152-03-006073
1901,768835,20030911,0000950152-03-008207
1902,768835,20031212,0000950152-03-010297
1903,768899,20030505,0001104659-03-008050
1904,768899,20030805,0001104659-03-016590
1905,769397,20030613,0001193125-03-009874
1906,769397,20030915,0001193125-03-049499
1907,769520,20030513,0001157523-03-001842
1908,769520,20031107,0001157523-03-006416
1909,770460,20030513,0000950134-03-007749
1910,770460,20030813,0000950134-03-011586
1911,771266,20030513,0001047469-03-018133
1912,771266,20030811,0001193125-03-032902
1913,771266,20031112,0001193125-03-078015
1914,771497,20030312,0000950149-03-000538
1915,771497,20030611,0000950149-03-001337
1916,771497,20030911,0000950149-03-002117
1917,772263,20030114,0001169232-03-000247
1918,772263,20030415,0001169232-03-002891
1919,772263,20030715,0001169232-03-004576
1920,772406,20030211,0000930661-03-000519
