index,positive,negative,polarity
0,0.18268203735351562,0.2155303955078125,-0.032848358154296875
1,0.079986572265625,0.621856689453125,-0.5418701171875
2,0.18993759155273438,0.18491744995117188,0.0050201416015625
3,0.17177963256835938,0.24077987670898438,-0.069000244140625
4,0.14710617065429688,0.2616691589355469,-0.11456298828125
5,0.13469696044921875,0.23833084106445312,-0.10363388061523438
6,0.14154434204101562,0.22748184204101562,-0.0859375
7,0.23114776611328125,0.136962890625,0.09418487548828125
8,0.13130950927734375,0.2697639465332031,-0.13845443725585938
9,0.14540863037109375,0.21083450317382812,-0.06542587280273438
10,0.1398773193359375,0.23200225830078125,-0.09212493896484375
11,0.21248626708984375,0.197723388671875,0.01476287841796875
12,0.042144775390625,0.696441650390625,-0.654296875
13,0.2366943359375,0.15836334228515625,0.07833099365234375
14,0.0430908203125,0.7557373046875,-0.712646484375
15,0.2309722900390625,0.21215057373046875,0.01882171630859375
16,0.21223068237304688,0.17734909057617188,0.034881591796875
17,0.204803466796875,0.2454986572265625,-0.0406951904296875
18,0.14303970336914062,0.2586936950683594,-0.11565399169921875
19,0.2202301025390625,0.239776611328125,-0.0195465087890625
20,0.5494537353515625,0.0792694091796875,0.470184326171875
21,0.15724563598632812,0.21104812622070312,-0.053802490234375
22,0.18011856079101562,0.2111663818359375,-0.031047821044921875
23,0.15966796875,0.2455291748046875,-0.0858612060546875
24,0.1363067626953125,0.28408050537109375,-0.14777374267578125
25,0.1409454345703125,0.28125,-0.1403045654296875
26,0.20391845703125,0.21098709106445312,-0.007068634033203125
27,0.0847015380859375,0.616180419921875,-0.5314788818359375
28,0.1979827880859375,0.220977783203125,-0.0229949951171875
29,0.14565658569335938,0.2366180419921875,-0.09096145629882812
30,0.10669326782226562,0.2549285888671875,-0.14823532104492188
31,0.1157073974609375,0.23895263671875,-0.1232452392578125
32,0.18260955810546875,0.18403244018554688,-0.001422882080078125
33,0.15674591064453125,0.24682998657226562,-0.09008407592773438
34,0.21329498291015625,0.26325225830078125,-0.049957275390625
35,0.16091537475585938,0.23952102661132812,-0.07860565185546875
36,0.1788787841796875,0.199005126953125,-0.0201263427734375
37,0.16320419311523438,0.24312591552734375,-0.07992172241210938
38,0.17694091796875,0.21131134033203125,-0.03437042236328125
39,0.13831329345703125,0.2730560302734375,-0.13474273681640625
40,0.12224197387695312,0.2652435302734375,-0.14300155639648438
41,0.1277923583984375,0.43752288818359375,-0.30973052978515625
43,0.0735321044921875,0.5294952392578125,-0.455963134765625
44,0.19716644287109375,0.23031234741210938,-0.033145904541015625
45,0.483062744140625,0.1275177001953125,0.3555450439453125
46,0.14640426635742188,0.3077201843261719,-0.16131591796875
47,0.16684341430664062,0.25606536865234375,-0.08922195434570312
48,0.87890625,0.0,0.87890625
49,0.19597244262695312,0.18870162963867188,0.00727081298828125
50,0.14655303955078125,0.2762413024902344,-0.12968826293945312
51,0.10974884033203125,0.416534423828125,-0.30678558349609375
52,0.130126953125,0.248748779296875,-0.118621826171875
53,0.13438034057617188,0.27550506591796875,-0.14112472534179688
54,0.11750411987304688,0.2888069152832031,-0.17130279541015625
