index,positive,negative,polarity
0,0.18466758728027344,0.12135028839111328,0.06331729888916016
1,0.23307037353515625,0.11487579345703125,0.118194580078125
2,0.28301429748535156,0.06299591064453125,0.2200183868408203
3,0.27331066131591797,0.08295631408691406,0.1903543472290039
4,0.10424995422363281,0.11176490783691406,-0.00751495361328125
5,0.1799631118774414,0.08534431457519531,0.0946187973022461
6,0.25390625,0.06821823120117188,0.18568801879882812
7,0.3212862014770508,0.06215858459472656,0.2591276168823242
8,0.12283706665039062,0.1565876007080078,-0.03375053405761719
9,0.1921100616455078,0.12680530548095703,0.06530475616455078
10,0.3305854797363281,0.046295166015625,0.2842903137207031
11,0.2039957046508789,0.1373920440673828,0.0666036605834961
12,0.34507179260253906,0.07654380798339844,0.2685279846191406
13,0.29744434356689453,0.028578758239746094,0.26886558532714844
14,0.35782623291015625,0.09415626525878906,0.2636699676513672
15,0.2639331817626953,0.055794715881347656,0.20813846588134766
16,0.3602027893066406,0.025562286376953125,0.3346405029296875
17,0.2586784362792969,0.11062145233154297,0.1480569839477539
18,0.1727457046508789,0.08458328247070312,0.08816242218017578
19,0.21819782257080078,0.12031841278076172,0.09787940979003906
20,0.3329277038574219,0.03190040588378906,0.3010272979736328
21,0.16985702514648438,0.1267719268798828,0.04308509826660156
22,0.27411365509033203,0.05233478546142578,0.22177886962890625
23,0.289093017578125,0.09463119506835938,0.19446182250976562
24,0.2516813278198242,0.10542488098144531,0.1462564468383789
25,0.3777637481689453,0.0567626953125,0.3210010528564453
26,0.14493751525878906,0.13854026794433594,0.006397247314453125
27,0.5163154602050781,0.029388427734375,0.4869270324707031
28,0.20945358276367188,0.1197052001953125,0.08974838256835938
29,0.2222309112548828,0.1290912628173828,0.0931396484375
30,0.29874515533447266,0.07156944274902344,0.22717571258544922
31,0.21559572219848633,0.09079742431640625,0.12479829788208008
32,0.21463966369628906,0.062835693359375,0.15180397033691406
33,0.1372060775756836,0.1120758056640625,0.025130271911621094
34,0.1576700210571289,0.06800365447998047,0.08966636657714844
35,0.18252182006835938,0.08193111419677734,0.10059070587158203
36,0.2581024169921875,0.0644388198852539,0.1936635971069336
37,0.3704490661621094,0.06261444091796875,0.3078346252441406
38,0.25018978118896484,0.09163475036621094,0.1585550308227539
39,0.35982513427734375,0.03189659118652344,0.3279285430908203
40,0.2527189254760742,0.0862722396850586,0.16644668579101562
41,0.21317386627197266,0.11710357666015625,0.0960702896118164
43,0.14990234375,0.06646537780761719,0.08343696594238281
44,0.16254711151123047,0.12434196472167969,0.03820514678955078
45,0.5271644592285156,0.02535247802734375,0.5018119812011719
46,0.1829051971435547,0.12605857849121094,0.05684661865234375
47,0.15335845947265625,0.1652507781982422,-0.011892318725585938
48,0.3602428436279297,0.031398773193359375,0.3288440704345703
49,0.32813262939453125,0.06731605529785156,0.2608165740966797
50,0.19912242889404297,0.12399673461914062,0.07512569427490234
51,0.1804819107055664,0.12797069549560547,0.05251121520996094
52,0.331695556640625,0.049286842346191406,0.2824087142944336
53,0.23692703247070312,0.1363697052001953,0.10055732727050781
54,0.24928760528564453,0.09140777587890625,0.15787982940673828
55,0.3078289031982422,0.048931121826171875,0.2588977813720703
56,0.23830223083496094,0.07052040100097656,0.16778182983398438
57,0.29199790954589844,0.057969093322753906,0.23402881622314453
58,0.2692756652832031,0.07067584991455078,0.19859981536865234
59,0.1555938720703125,0.04284095764160156,0.11275291442871094
60,0.055633544921875,0.09125900268554688,-0.035625457763671875
61,0.1690654754638672,0.05879402160644531,0.11027145385742188
62,0.22548198699951172,0.057051658630371094,0.16843032836914062
63,0.4135589599609375,0.0307159423828125,0.382843017578125
64,0.17067527770996094,0.05233955383300781,0.11833572387695312
65,0.2519416809082031,0.11179542541503906,0.14014625549316406
66,0.12085533142089844,0.19924640655517578,-0.07839107513427734
67,0.2556419372558594,0.11805438995361328,0.1375875473022461
